2024,Rivian Automotive L,Rivian,R1S Dual Standard (21in),RIV,45,0.0,,Auto(A1),78,71,75,111.5,101,106.5169,78.05,70.7,74.5618,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,270,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,2/27/2024,34512,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD (21IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4750,,0,0,0,,11.5,,,,,,282,255,270,
2024,Rivian Automotive L,Rivian,R1S Dual Standard (21in),RIV,45,0.0,,Auto(A1),43,48,45,30.2317,33.3862,31.6512,43.1839,47.6733,45.2041,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,270,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,2/27/2024,34512,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD (21IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4750,,0,0,0,,11.5,,,,,,282,255,270,
,,,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,, ,,2024 Rivian R1S Dual Standard (22in),,,,,, ,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,, ,2024 Rivian R1S Dual Standard (22in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard (22in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Dual Standard (22in),RIV,46,0.0,,Auto(A1),74,66,70,105.6,94.4,100.2478,73.92,66.08,70.1735,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,255,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,2/27/2024,34514,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD (22IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4250,,0,0,0,,11.5,,,,,,268,239,255,
2024,Rivian Automotive L,Rivian,R1S Dual Standard (22in),RIV,46,0.0,,Auto(A1),46,51,48,31.908,35.7177,33.6223,45.5966,51.0064,48.031,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,255,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,2/27/2024,34514,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD (22IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4250,,0,0,0,,11.5,,,,,,268,239,255,
,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,, ,,2024 Rivian R1S Dual Standard Plus (21in),,,,,, ,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,, ,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (21in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Dual Standard Plus (21in),RIV,53,0.0,,Auto(A1),80,74,77,114.2,105.1,109.9173,79.94,73.57,76.9421,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,315,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,3/22/2024,34581,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD PLUS (21IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4750,,0,0,0,,12.5,,,,,,327,301,315,
2024,Rivian Automotive L,Rivian,R1S Dual Standard Plus (21in),RIV,53,0.0,,Auto(A1),42,46,44,29.5144,32.0675,30.6633,42.1629,45.8183,43.8057,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,315,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,3/22/2024,34581,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD PLUS (21IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4750,,0,0,0,,12.5,,,,,,327,301,315,
,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,, ,,2024 Rivian R1S Dual Standard Plus (22in),,,,,, ,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,, ,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Dual Standard Plus (22in),RIV,57,0.0,,Auto(A1),76,68,72,108.2,97.3,103.0073,75.74,68.11,72.1051,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,300,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1050,1050,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,3/22/2024,34592,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD PLUS (22IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4500,,0,0,0,,12.5,,,,,,314,283,300,
2024,Rivian Automotive L,Rivian,R1S Dual Standard Plus (22in),RIV,57,0.0,,Auto(A1),45,49,47,31.1374,34.6522,32.7191,44.5009,49.4861,46.7443,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,300,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1050,1050,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,3/22/2024,34592,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S DUAL STANDARD PLUS (22IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4500,,0,0,0,,12.5,,,,,,314,283,300,
,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,, ,,2024 Rivian R1S Dual Standard Plus (22in),,,,,, ,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,, ,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,,,,,,,2024 Rivian R1S Dual Standard Plus (22in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Large (21in),RIV,22,0.0,,Auto(A1),82,74,78,115.6,104.4,110.2763,81.7384,73.8192,77.9742,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,352,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,950,950,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34038,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 21 IN DUAL LARGE PERF,,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,5000,,0,0,0,,13,,,,,,368,332,352,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Large (21in),RIV,22,0.0,,Auto(A1),41,46,43,29.1591,32.2742,30.5609,41.2352,45.6589,43.2259,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,352,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,950,950,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34038,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 21 IN DUAL LARGE PERF,,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,5000,,0,0,0,,13,,,,,,368,332,352,
,,,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,, ,,2024 Rivian R1S Performance Dual Large (22in),,,,,, ,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,, ,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Large (22in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Large (22in),RIV,21,0.0,,Auto(A1),80,71,75,112.2,99.7,106.2078,79.5846,70.7182,75.3343,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,341,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34041,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 22 IN DUAL LARGE PERF,,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4750,,0,0,0,,13,,,,,,359,319,341,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Large (22in),RIV,21,0.0,,Auto(A1),42,48,45,30.0517,33.7956,31.7364,42.3512,47.661,44.7406,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,341,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34041,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 22 IN DUAL LARGE PERF,,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4750,,0,0,0,,13,,,,,,359,319,341,
,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,, ,,2024 Rivian R1S Performance Dual Max (21in),,,,,, ,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,, ,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (21in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Max (21in),RIV,38,0.0,,Auto(A1),89,76,82,124.5,105.8,115.3272,89.0287,75.6565,82.4693,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,400,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,900,900,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34047,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,392,382,182,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Max. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Max.,2,AC Induction,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 21 IN DUAL MAX PERF,,,,,,,,,,9,10,,RRIVT00.0SEP,10,,,,,,,,,,,,,,,5250,,0,0,0,,14.5,,,,,,429,365,400,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Max (21in),RIV,38,0.0,,Auto(A1),38,45,41,27.0657,31.867,29.2262,37.8586,44.55,40.8697,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,400,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,900,900,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34047,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,392,382,182,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Max. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Max.,2,AC Induction,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 21 IN DUAL MAX PERF,,,,,,,,,,9,10,,RRIVT00.0SEP,10,,,,,,,,,,,,,,,5250,,0,0,0,,14.5,,,,,,429,365,400,
,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,, ,,2024 Rivian R1S Performance Dual Max (22in),,,,,, ,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,, ,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Max (22in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Max (22in),RIV,42,0.0,,Auto(A1),84,72,78,115.6,98.6,107.2768,83.8586,71.5264,77.8207,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,380,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,950,950,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34051,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,392,382,182,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Max. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Max.,2,AC Induction,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 22 IN DUAL MAX PERF,,,,,,,,,,9,10,,RRIVT00.0SEP,10,,,,,,,,,,,,,,,5000,,0,0,0,,14.5,,,,,,407,347,380,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Max (22in),RIV,42,0.0,,Auto(A1),40,47,43,29.1668,34.1693,31.4179,40.1927,47.1225,43.3111,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,380,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,950,950,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 5-cycle label,11/15/2023,34051,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,392,382,182,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Max. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Max.,2,AC Induction,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S 22 IN DUAL MAX PERF,,,,,,,,,,9,10,,RRIVT00.0SEP,10,,,,,,,,,,,,,,,5000,,0,0,0,,14.5,,,,,,407,347,380,
,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,, ,,2024 Rivian R1S Performance Dual Standard (22in),,,,,, ,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,, ,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard (22in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Standard (22in),RIV,58,0.0,,Auto(A1),76,68,72,108.2,97.3,103.0073,75.74,68.11,72.1051,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,300,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1050,1050,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,3/22/2024,34591,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S PERF DUAL STD PLUS (22IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4500,,0,0,0,,12.5,,,,,,314,283,300,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Standard (22in),RIV,58,0.0,,Auto(A1),45,49,47,31.1374,34.6522,32.7191,44.5009,49.4861,46.7443,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,300,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1050,1050,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,3/22/2024,34591,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S PERF DUAL STD PLUS (22IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4500,,0,0,0,,12.5,,,,,,314,283,300,
,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,, ,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,, ,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,, ,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,,,,,,,2024 Rivian R1S Performance Dual Standard Plus (21in),,,,,,,,,
2024,Rivian Automotive L,Rivian,R1S Performance Dual Standard Plus (21in),RIV,54,0.0,,Auto(A1),80,74,77,114.2,105.1,109.9173,79.94,73.57,76.9421,,,,A,Automatic,,1,N,N,P,Part-time 4-Wheel Drive,,,315,EL,Electricity,MPG,miles per gallon,4,Vehicle can not operate on gasoline or diesel fuel,,,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,33,Standard SUV 4WD,,Electric Vehicle 2-cycle label,3/22/2024,34585,,,N,,,N,N,,,,,,,,Battery(s),,1,Lithium Ion,,400,360,169,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,Y,,,,All-Purpose (Default) Drive Mode Rated Motor/Generator Power (kWatt) 248 and 248 is for Performance Dual Large. Rated Motor/Generator Power (kWatt) 208 and 208 is for Dual Large.,2,Other,AC Permanent Magnet,208 and 208,,,,,N,Y,,,N,No,R1S PERF DUAL STD PLUS (21IN),,,,,,,,,,9,10,,RRIVT00.0192,10,,,,,,,,,,,,,,,4750,,0,0,0,,12.5,,,,,,327,301,315,
